Tela,Modulo,EntidadePrincipal,EntidadesSecundarias,TabelasLidas,TabelasAlteradas,Botoes,Acoes,Permissoes,Relatorios,FluxoAnterior,FluxoPosterior,Evidencia,Pendencias
nao identificado estaticamente,LavSoft,Configuracao/Admin,a validar,"SELECT CodFil as Codigo, NomFil as Filial FROM """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodFil as Codigo, NomFil as Nome From",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,Select CodFor as C,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodFor as Codigo, NomFor as Nome From",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodigoTPV as Codigo, DescTPV as Descricao, Obs",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodPro as Codigo, DesPro as Descricao",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodPro, Sum(MI.QdeSi) as Quant, Sum(MI.KG) as Peso",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodPro, Sum(MI.Quantidade) as Quant, Sum(MI.Peso) as Peso",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Produtos/Servicos,a validar,"Select CodPro,DesPro,Marca,CodCar,CodDef,GruPro,SeqPro,Rol,CodCli,NomCli,CodTipEnt,Identif,DatEnt,CodPas,NomPas,EndPas,CidPas,EstPas,CodCor,Quantidade,TipCom,ValCom,PreFinal,TipoControle,Pontos",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Produtos/Servicos,a validar,"Select CodPro,DesPro,Marca,CodCar,CodDef,GruPro,SeqPro,Rol,CodCli,NomCli,CodTipEnt,Identif,DatEnt,CodPas,NomPas,EndPas,CidPas,EstPas,CodCor,Quantidade,TipCom,ValCom,PreFinal,TipoControle,Pontos",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodSerLav as Codigo, DesSerLav as Descricao,SeqPro as Seq From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodSerTer, DatLan From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodTab as Codigo, DesTab as Descricao From",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodTab,CodPro From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select CodUsuario as Codigo, NomUsuario as Nome From",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select Count(DatEnt) as Total From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,Select Count(Rol) as TotRol From,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select datemi, Sum(faturado) as faturado, Sum(rols) as rols, Sum(pecas) as pecas from",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,Select Directory,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"SELECT Distinct(I.CodSerTer) as Terceirizacao, F.NomFor as Fornecedor FROM",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select extract( day from C.datnas) As DiaAniver,extract( Month from C.datnas) As MesAniver , C.* From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select extract( day from C.datnas) As DiaAniver,extract( Month from C.datnas) As MesAniver , C.* From "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select GruPro as Codigo, DesGruPro as Descricao",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,Select GruSerLav As Grupo From,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select GruSerLav From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select I.Rol,I.Quantidade,I.CodPro,I.SeqPro,P.CodPro,G.GruPro,I.PreFinal From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select I.Rol,I.Quantidade,I.CodPro,I.SeqPro,P.CodPro,T.CodTab,I.PreFinal,M.CodTab,M.Rol From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select L.CodLoc as Local, L.Rol, p.DesPro as Descri",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select M.*,C.* ,V.* ,P.*,T.*, B.CodTipTab, R.CodTipTab, R.CodTab",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select M.*,N.*,C.CodCli,C.EndCli,C.NomCli",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select M.CodCli,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select M.CodSerTer as Controle, M.DatLan as Data,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select M.ROL, M.CODCLI, M.CODVEN, M.CODTAB, M.CODTIPSER, M.CODTIPENT , M.NUMGR, M.NUMOS, M.DATLAN, M.DATENT, M.VALTOT, M.TOTPECAS, M.POSICAO, M.NUMNOT, M.NUMNOTADI, M.UNIDADE, M.CODUSUARIO, M.DESCONTOROL, M.DESCONTOVALOR",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Ocorrencias/Auditoria,a validar,"Select M.ROL, M.DATLAN, M.DATENT, M.DATENTROL, M.POSICAO, M.HORLAN, M.HORENT, M.HORENTROL, M.NUMGR, M.NUMOS, M.CODCLI, M.CODVEN, M.CODCONF, M.CODTIPSER, M.CANCELADO, M.SITROL, M.CODCONF, M.VALTOT, M.UNIDADE, M.CODLOC, M.",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select MC.DatPas,M.CodPro,MC.CodPas,Count (M.CodPro) as TotPecas",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select MC.DatPas,M.CodPro,MC.CodPas,M.Quantidade as TotPecas",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Movimentos/OS/ROL,a validar,"select MovCab.RolOrc, MovCab.Rol, MovCab.DatLan, MovItem.CodPro, MovItem.FatPre01, MovItem.Quantidade from",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Estoque,a validar,select MovEstLan.Quantidade from,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Ocorrencias/Auditoria,a validar,"Select MV.CodVen, MV.ROL, GP.GruPro, MV.CodPro, MV.SeqPro, MV.Data, MV.CodFaiCom,MV.ValPro, FC.DesFaiCom, FC.TipFaiCom,FC.ValCom MV.Taxa, MV.ValMat, MV.Quantidade,MV.ValFaiCom, MC.ROL,MC.Cancelado,MC.NumNotAdi,MC.NumNot,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select NumNot, DatEmi, Obs, ValNot From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Nao classificado,a validar,"Select NumNot, DatEmi, Obs, ValNot From "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavSoft,Movimentos/OS/ROL,a validar,"select OrcCab.RolOrc, OrcCab.Rol, OrcCab.DatLan, OrcItem.CodPro, OrcItem.FatPre01, OrcItem.Quantidade from",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
