Executavel,RelatorioOuImpressao,Dominio,Fonte,TabelasCandidatas,FiltrosProvaveis,ValidacaoPendente
Financeiro,DBG_Movimento,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DBG_MovimentoDblClick,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,"DBG_MovimentoDblClick""",operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DBG_MovimentoDrawColumnCell,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DBG_MovimentoDrawColumnCell#,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DBG_MovimentoEnter,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DBG_MovimentoKeyPress,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,deseja imprimir o relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,DS_Movimento,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Equipe Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Exportar Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Exportar Texto...|Exporta o relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,ginas do relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Gravar os Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,HTipoImpressao,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Impressora,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Impressora de Cheque,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Impressora n,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Imprimir|Imprime o relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Lbx_Impressoras,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Lbx_Impressorasd,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Modelo de Processamento de relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Modelo Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,o de Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,PadroesBoletoImpresso,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,PrintD_ModRelat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_Movimento,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoBaiFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCancelado,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCelular,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCepFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCidFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCodFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoCodRam,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoContato,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoEndFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoEstFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoFisJur,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoGruFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_Movimentol,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoMarcaAdm,produto_servico,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoMarcaAdm$,produto_servico,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoMarcacao,produto_servico,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoMarcaVenda,produto_servico,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoNomFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoObs,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoRoteiro,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoRoteiro(,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoTelFor,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Qry_MovimentoTelFor2,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,RELATORIOS,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Relatrios1,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,rio para a impressora Default?,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,rio para gravar os Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Salvar relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Salvar...|Salva o relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Tipo de Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Visualizador de Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Financeiro,Visualizando Relat,relatorio/impressao,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,(http://www.lavsoft.com.br/EnviaMovimento,sync/update/api,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,+http://www.lavsoft.com.br/EnviaMovimentoNew,sync/update/api,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,add_EnviaMovimentoCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,add_EnviaMovimentoNewCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimento,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoAsync,sync/update/api,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoCompletedEventArgs,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoCompletedEventHandler,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoNew,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoNewAsync,sync/update/api,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoNewCompletedEventArgs,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,EnviaMovimentoNewCompletedEventHandler,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,movimento,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,OnEnviaMovimentoNewOperationCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,OnEnviaMovimentoOperationCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,remove_EnviaMovimentoCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
Gerenciador,remove_EnviaMovimentoNewCompleted,operacional/outro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,$GeraFaturamentopTabelaResumido1Click,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,AMENTO REFERENTE FECHAMENTO DE CAIXA RESUMO - FILIAL,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,FATURAMENTO POR TABELA,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento Por Tabela (Resumido),financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Gera Faturamento p/ Tabela,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Gera Faturamento p/ Tabela (Resumido),financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,GeraFaturamentopTabela1,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,GeraFaturamentopTabela1Click,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,GeraFaturamentopTabela1Click),financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,GeraFaturamentopTabela1P,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,GeraFaturamentopTabelaResumido1,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Resumo Produto:,produto_servico,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,- Faturamento,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,#GeraFaturamentopCentrodeCusto1Click,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,$Gera Faturamento p/ Centro de Custo,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,$MudaObservaopadrodoFaturamento1Click,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Emite Faturamento Geral,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,F-Faturamento,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento do Per,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento l,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento Por Centro de Custo,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,FATURAMENTO POR PER,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento_kilo,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento1,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
LavFacilLan,Faturamento1Click,financeiro,strings de UI,,periodo; cliente; produto; status; filial; usuario,abrir relatorio e capturar SQL/tabelas
